,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
3631,post,2019010500,HOU,IND,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019010500/2019010500_gtd.json,7.0,21.0
3632,post,2019010501,DAL,SEA,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019010501/2019010501_gtd.json,24.0,22.0
3633,post,2019010600,BAL,LAC,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019010600/2019010600_gtd.json,17.0,23.0
3634,post,2019010601,CHI,PHI,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019010601/2019010601_gtd.json,15.0,16.0
3635,post,2019011200,KC,IND,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019011200/2019011200_gtd.json,31.0,13.0
3636,post,2019011201,LA,DAL,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019011201/2019011201_gtd.json,30.0,22.0
3637,post,2019011300,NE,LAC,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019011300/2019011300_gtd.json,41.0,28.0
3638,post,2019011301,NO,PHI,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019011301/2019011301_gtd.json,20.0,14.0
3639,post,2019012000,NO,LA,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019012000/2019012000_gtd.json,23.0,26.0
3640,post,2019012001,KC,NE,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019012001/2019012001_gtd.json,31.0,37.0
3641,post,2019012700,NPR,APR,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019012700/2019012700_gtd.json,7.0,26.0
3642,post,2019020300,LA,NE,18,2018,POST,http://www.nfl.com/liveupdate/game-center/2019020300/2019020300_gtd.json,3.0,13.0
