,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
965,reg,2010090900,NO,MIN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010090900/2010090900_gtd.json,14.0,9.0
966,reg,2010091200,TB,CLE,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091200/2010091200_gtd.json,17.0,14.0
967,reg,2010091209,PIT,ATL,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091209/2010091209_gtd.json,15.0,9.0
968,reg,2010091207,CHI,DET,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091207/2010091207_gtd.json,19.0,14.0
969,reg,2010091206,NYG,CAR,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091206/2010091206_gtd.json,31.0,18.0
970,reg,2010091205,TEN,OAK,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091205/2010091205_gtd.json,38.0,13.0
971,reg,2010091204,JAC,DEN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091204/2010091204_gtd.json,24.0,17.0
972,reg,2010091201,BUF,MIA,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091201/2010091201_gtd.json,10.0,15.0
973,reg,2010091202,NE,CIN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091202/2010091202_gtd.json,38.0,24.0
974,reg,2010091203,HOU,IND,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091203/2010091203_gtd.json,34.0,24.0
975,reg,2010091210,PHI,GB,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091210/2010091210_gtd.json,20.0,27.0
976,reg,2010091208,STL,ARI,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091208/2010091208_gtd.json,13.0,17.0
977,reg,2010091211,SEA,SF,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091211/2010091211_gtd.json,31.0,6.0
978,reg,2010091212,WAS,DAL,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091212/2010091212_gtd.json,13.0,7.0
979,reg,2010091300,NYJ,BAL,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091300/2010091300_gtd.json,9.0,10.0
980,reg,2010091301,KC,SD,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091301/2010091301_gtd.json,21.0,14.0
981,reg,2010091901,GB,BUF,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091901/2010091901_gtd.json,34.0,7.0
982,reg,2010091912,CIN,BAL,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091912/2010091912_gtd.json,15.0,10.0
983,reg,2010091908,CAR,TB,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091908/2010091908_gtd.json,7.0,20.0
984,reg,2010091907,ATL,ARI,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091907/2010091907_gtd.json,41.0,7.0
985,reg,2010091906,DET,PHI,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091906/2010091906_gtd.json,32.0,35.0
986,reg,2010091905,DAL,CHI,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091905/2010091905_gtd.json,20.0,27.0
987,reg,2010091904,TEN,PIT,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091904/2010091904_gtd.json,11.0,19.0
988,reg,2010091902,MIN,MIA,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091902/2010091902_gtd.json,10.0,14.0
989,reg,2010091903,CLE,KC,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091903/2010091903_gtd.json,14.0,16.0
990,reg,2010091910,OAK,STL,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091910/2010091910_gtd.json,16.0,14.0
991,reg,2010091909,DEN,SEA,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091909/2010091909_gtd.json,31.0,14.0
992,reg,2010091911,NYJ,NE,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091911/2010091911_gtd.json,28.0,14.0
993,reg,2010091913,SD,JAC,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091913/2010091913_gtd.json,38.0,13.0
994,reg,2010091900,WAS,HOU,2,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091900/2010091900_gtd.json,27.0,30.0
