,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
3011,reg,2018090600,PHI,ATL,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090600/2018090600_gtd.json,18.0,12.0
3012,reg,2018090900,BAL,BUF,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090900/2018090900_gtd.json,47.0,3.0
3013,reg,2018090907,NYG,JAX,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090907/2018090907_gtd.json,15.0,20.0
3014,reg,2018090906,NO,TB,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090906/2018090906_gtd.json,40.0,48.0
3015,reg,2018090905,NE,HOU,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090905/2018090905_gtd.json,27.0,20.0
3016,reg,2018090904,MIN,SF,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090904/2018090904_gtd.json,24.0,16.0
3017,reg,2018090903,MIA,TEN,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090903/2018090903_gtd.json,27.0,20.0
3018,reg,2018090902,IND,CIN,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090902/2018090902_gtd.json,23.0,34.0
3019,reg,2018090901,CLE,PIT,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090901/2018090901_gtd.json,21.0,21.0
3020,reg,2018090908,LAC,KC,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090908/2018090908_gtd.json,28.0,38.0
3021,reg,2018090911,DEN,SEA,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090911/2018090911_gtd.json,27.0,24.0
3022,reg,2018090910,CAR,DAL,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090910/2018090910_gtd.json,16.0,8.0
3023,reg,2018090909,ARI,WAS,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090909/2018090909_gtd.json,6.0,24.0
3024,reg,2018090912,GB,CHI,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090912/2018090912_gtd.json,24.0,23.0
3025,reg,2018091000,DET,NYJ,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091000/2018091000_gtd.json,17.0,48.0
3026,reg,2018091001,OAK,LA,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091001/2018091001_gtd.json,13.0,33.0
