,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
192,pre,2012080551,NO,ARI,0,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080551/2012080551_gtd.json,17.0,10.0
193,pre,2012080951,BUF,WAS,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080951/2012080951_gtd.json,6.0,7.0
194,pre,2012080952,ATL,BAL,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080952/2012080952_gtd.json,17.0,31.0
195,pre,2012080953,NE,NO,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080953/2012080953_gtd.json,7.0,6.0
196,pre,2012080954,PHI,PIT,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080954/2012080954_gtd.json,24.0,23.0
197,pre,2012080955,SD,GB,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080955/2012080955_gtd.json,21.0,13.0
198,pre,2012080956,CHI,DEN,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080956/2012080956_gtd.json,3.0,31.0
199,pre,2012081051,CIN,NYJ,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081051/2012081051_gtd.json,17.0,6.0
200,pre,2012081052,DET,CLE,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081052/2012081052_gtd.json,17.0,19.0
201,pre,2012081054,JAC,NYG,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081054/2012081054_gtd.json,32.0,31.0
202,pre,2012081053,MIA,TB,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081053/2012081053_gtd.json,7.0,20.0
203,pre,2012081055,KC,ARI,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081055/2012081055_gtd.json,27.0,17.0
204,pre,2012081056,SF,MIN,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081056/2012081056_gtd.json,17.0,6.0
205,pre,2012081151,CAR,HOU,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081151/2012081151_gtd.json,13.0,26.0
206,pre,2012081152,SEA,TEN,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081152/2012081152_gtd.json,27.0,17.0
207,pre,2012081251,IND,STL,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081251/2012081251_gtd.json,38.0,3.0
208,pre,2012081351,OAK,DAL,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081351/2012081351_gtd.json,0.0,3.0
209,pre,2012081651,ATL,CIN,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081651/2012081651_gtd.json,19.0,24.0
210,pre,2012081652,GB,CLE,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081652/2012081652_gtd.json,10.0,35.0
211,pre,2012081751,TB,TEN,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081751/2012081751_gtd.json,7.0,30.0
212,pre,2012081752,BAL,DET,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081752/2012081752_gtd.json,12.0,27.0
213,pre,2012081753,CAR,MIA,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081753/2012081753_gtd.json,23.0,17.0
214,pre,2012081754,MIN,BUF,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081754/2012081754_gtd.json,36.0,14.0
215,pre,2012081755,NO,JAC,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081755/2012081755_gtd.json,24.0,27.0
216,pre,2012081756,ARI,OAK,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081756/2012081756_gtd.json,31.0,27.0
217,pre,2012081851,NYJ,NYG,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081851/2012081851_gtd.json,3.0,26.0
218,pre,2012081852,CHI,WAS,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081852/2012081852_gtd.json,33.0,31.0
219,pre,2012081853,HOU,SF,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081853/2012081853_gtd.json,20.0,9.0
220,pre,2012081854,STL,KC,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081854/2012081854_gtd.json,31.0,17.0
221,pre,2012081855,DEN,SEA,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081855/2012081855_gtd.json,10.0,30.0
222,pre,2012081856,SD,DAL,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081856/2012081856_gtd.json,28.0,20.0
223,pre,2012081951,PIT,IND,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081951/2012081951_gtd.json,26.0,24.0
224,pre,2012082051,NE,PHI,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082051/2012082051_gtd.json,17.0,27.0
225,pre,2012082351,CIN,GB,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082351/2012082351_gtd.json,13.0,27.0
226,pre,2012082352,BAL,JAC,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082352/2012082352_gtd.json,48.0,17.0
227,pre,2012082353,TEN,ARI,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082353/2012082353_gtd.json,32.0,27.0
228,pre,2012082451,CLE,PHI,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082451/2012082451_gtd.json,10.0,27.0
229,pre,2012082452,MIA,ATL,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082452/2012082452_gtd.json,6.0,23.0
230,pre,2012082453,TB,NE,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082453/2012082453_gtd.json,30.0,28.0
231,pre,2012082454,NYG,CHI,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082454/2012082454_gtd.json,17.0,20.0
232,pre,2012082455,MIN,SD,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082455/2012082455_gtd.json,10.0,12.0
233,pre,2012082456,KC,SEA,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082456/2012082456_gtd.json,14.0,44.0
234,pre,2012082551,WAS,IND,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082551/2012082551_gtd.json,30.0,17.0
235,pre,2012082552,BUF,PIT,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082552/2012082552_gtd.json,7.0,38.0
236,pre,2012082553,OAK,DET,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082553/2012082553_gtd.json,31.0,20.0
237,pre,2012082554,NO,HOU,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082554/2012082554_gtd.json,34.0,27.0
238,pre,2012082555,DAL,STL,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082555/2012082555_gtd.json,20.0,19.0
239,pre,2012082651,DEN,SF,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082651/2012082651_gtd.json,24.0,29.0
240,pre,2012082652,NYJ,CAR,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082652/2012082652_gtd.json,12.0,17.0
241,pre,2012082952,WAS,TB,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082952/2012082952_gtd.json,30.0,3.0
242,pre,2012082951,NYG,NE,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082951/2012082951_gtd.json,6.0,3.0
243,pre,2012082953,DAL,MIA,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082953/2012082953_gtd.json,30.0,13.0
244,pre,2012083051,JAC,ATL,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083051/2012083051_gtd.json,24.0,14.0
245,pre,2012083052,PHI,NYJ,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083052/2012083052_gtd.json,28.0,10.0
246,pre,2012083054,GB,KC,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083054/2012083054_gtd.json,24.0,3.0
247,pre,2012083053,DET,BUF,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083053/2012083053_gtd.json,38.0,32.0
248,pre,2012083055,HOU,MIN,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083055/2012083055_gtd.json,28.0,24.0
249,pre,2012083060,STL,BAL,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083060/2012083060_gtd.json,31.0,17.0
250,pre,2012083058,PIT,CAR,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083058/2012083058_gtd.json,17.0,16.0
251,pre,2012083057,TEN,NO,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083057/2012083057_gtd.json,10.0,6.0
252,pre,2012083056,IND,CIN,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083056/2012083056_gtd.json,20.0,16.0
253,pre,2012083059,CLE,CHI,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083059/2012083059_gtd.json,20.0,28.0
254,pre,2012083061,SEA,OAK,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083061/2012083061_gtd.json,21.0,3.0
255,pre,2012083062,SF,SD,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083062/2012083062_gtd.json,35.0,3.0
256,pre,2012083063,ARI,DEN,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083063/2012083063_gtd.json,13.0,16.0
