,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
451,pre,2016081151,PHI,TB,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081151/2016081151_gtd.json,17.0,9.0
452,pre,2016081152,ATL,WAS,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081152/2016081152_gtd.json,23.0,17.0
453,pre,2016081153,BAL,CAR,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081153/2016081153_gtd.json,22.0,19.0
454,pre,2016081154,NYJ,JAX,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081154/2016081154_gtd.json,17.0,13.0
455,pre,2016081155,NE,NO,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081155/2016081155_gtd.json,34.0,22.0
456,pre,2016081156,CHI,DEN,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081156/2016081156_gtd.json,0.0,22.0
457,pre,2016081252,NYG,MIA,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081252/2016081252_gtd.json,10.0,27.0
458,pre,2016081253,PIT,DET,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081253/2016081253_gtd.json,17.0,30.0
459,pre,2016081254,CIN,MIN,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081254/2016081254_gtd.json,16.0,17.0
460,pre,2016081255,GB,CLE,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081255/2016081255_gtd.json,17.0,11.0
461,pre,2016081256,ARI,OAK,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081256/2016081256_gtd.json,10.0,31.0
462,pre,2016081351,KC,SEA,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081351/2016081351_gtd.json,16.0,17.0
463,pre,2016081354,BUF,IND,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081354/2016081354_gtd.json,18.0,19.0
464,pre,2016081352,TEN,SD,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081352/2016081352_gtd.json,27.0,10.0
465,pre,2016081353,LA,DAL,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081353/2016081353_gtd.json,28.0,24.0
466,pre,2016081451,SF,HOU,1,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081451/2016081451_gtd.json,13.0,24.0
467,pre,2016081851,PIT,PHI,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081851/2016081851_gtd.json,0.0,17.0
468,pre,2016081852,DET,CIN,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081852/2016081852_gtd.json,14.0,30.0
469,pre,2016081853,CLE,ATL,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081853/2016081853_gtd.json,13.0,24.0
470,pre,2016081854,NE,CHI,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081854/2016081854_gtd.json,23.0,22.0
471,pre,2016081855,GB,OAK,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081855/2016081855_gtd.json,20.0,12.0
472,pre,2016081857,SEA,MIN,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081857/2016081857_gtd.json,11.0,18.0
473,pre,2016081952,WAS,NYJ,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081952/2016081952_gtd.json,22.0,18.0
474,pre,2016081955,DAL,MIA,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081955/2016081955_gtd.json,41.0,14.0
475,pre,2016081953,SD,ARI,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016081953/2016081953_gtd.json,19.0,3.0
476,pre,2016082051,TEN,CAR,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082051/2016082051_gtd.json,16.0,26.0
477,pre,2016082056,BUF,NYG,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082056/2016082056_gtd.json,21.0,0.0
478,pre,2016082052,IND,BAL,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082052/2016082052_gtd.json,18.0,19.0
479,pre,2016082053,JAX,TB,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082053/2016082053_gtd.json,21.0,27.0
480,pre,2016082054,HOU,NO,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082054/2016082054_gtd.json,16.0,9.0
481,pre,2016082055,DEN,SF,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082055/2016082055_gtd.json,24.0,31.0
482,pre,2016082057,LA,KC,2,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082057/2016082057_gtd.json,21.0,20.0
483,pre,2016082551,MIA,ATL,3,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082551/2016082551_gtd.json,17.0,6.0
484,pre,2016082552,SEA,DAL,3,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082552/2016082552_gtd.json,27.0,17.0
485,pre,2016082651,CAR,NE,3,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082651/2016082651_gtd.json,17.0,19.0
486,pre,2016082655,WAS,BUF,3,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082655/2016082655_gtd.json,21.0,16.0
487,pre,2016082652,NO,PIT,3,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082652/2016082652_gtd.json,14.0,27.0
488,pre,2016082653,TB,CLE,3,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082653/2016082653_gtd.json,30.0,13.0
489,pre,2016082654,SF,GB,3,2016,POST,http://www.nfl.com/liveupdate/game-center/2016082654/2016082654_gtd.json,10.0,21.0
