,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
515,pre,2017080351,DAL,ARI,0,2017,POST,http://www.nfl.com/liveupdate/game-center/2017080351/2017080351_gtd.json,20.0,18.0
516,pre,2017080951,CAR,HOU,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017080951/2017080951_gtd.json,27.0,17.0
517,pre,2017081056,MIA,ATL,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081056/2017081056_gtd.json,23.0,20.0
518,pre,2017081052,BUF,MIN,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081052/2017081052_gtd.json,10.0,17.0
519,pre,2017081051,BAL,WAS,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081051/2017081051_gtd.json,23.0,3.0
520,pre,2017081057,NE,JAX,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081057/2017081057_gtd.json,24.0,31.0
521,pre,2017081055,GB,PHI,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081055/2017081055_gtd.json,24.0,9.0
522,pre,2017081054,CLE,NO,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081054/2017081054_gtd.json,20.0,14.0
523,pre,2017081053,CHI,DEN,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081053/2017081053_gtd.json,17.0,24.0
524,pre,2017081151,NYG,PIT,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081151/2017081151_gtd.json,12.0,20.0
525,pre,2017081152,CIN,TB,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081152/2017081152_gtd.json,23.0,12.0
526,pre,2017081153,KC,SF,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081153/2017081153_gtd.json,17.0,27.0
527,pre,2017081253,NYJ,TEN,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081253/2017081253_gtd.json,7.0,3.0
528,pre,2017081252,LA,DAL,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081252/2017081252_gtd.json,13.0,10.0
529,pre,2017081251,ARI,OAK,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081251/2017081251_gtd.json,20.0,10.0
530,pre,2017081351,IND,DET,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081351/2017081351_gtd.json,10.0,24.0
531,pre,2017081352,LAC,SEA,1,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081352/2017081352_gtd.json,17.0,48.0
532,pre,2017081753,PHI,BUF,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081753/2017081753_gtd.json,20.0,16.0
533,pre,2017081752,MIA,BAL,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081752/2017081752_gtd.json,7.0,31.0
534,pre,2017081751,JAX,TB,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081751/2017081751_gtd.json,8.0,12.0
535,pre,2017081851,SEA,MIN,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081851/2017081851_gtd.json,20.0,13.0
536,pre,2017081951,TEN,CAR,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081951/2017081951_gtd.json,34.0,27.0
537,pre,2017081952,CIN,KC,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081952/2017081952_gtd.json,12.0,30.0
538,pre,2017081953,DAL,IND,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081953/2017081953_gtd.json,24.0,19.0
539,pre,2017081954,DET,NYJ,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081954/2017081954_gtd.json,16.0,6.0
540,pre,2017081955,WAS,GB,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081955/2017081955_gtd.json,17.0,21.0
541,pre,2017081956,HOU,NE,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081956/2017081956_gtd.json,27.0,23.0
542,pre,2017081958,SF,DEN,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081958/2017081958_gtd.json,14.0,33.0
543,pre,2017081959,ARI,CHI,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081959/2017081959_gtd.json,23.0,24.0
544,pre,2017081957,OAK,LA,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017081957/2017081957_gtd.json,21.0,24.0
545,pre,2017082051,PIT,ATL,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082051/2017082051_gtd.json,17.0,13.0
546,pre,2017082052,LAC,NO,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082052/2017082052_gtd.json,7.0,13.0
547,pre,2017082151,CLE,NYG,2,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082151/2017082151_gtd.json,10.0,6.0
548,pre,2017082452,PHI,MIA,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082452/2017082452_gtd.json,38.0,31.0
549,pre,2017082451,JAX,CAR,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082451/2017082451_gtd.json,23.0,24.0
550,pre,2017082551,DET,NE,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082551/2017082551_gtd.json,28.0,30.0
551,pre,2017082552,SEA,KC,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082552/2017082552_gtd.json,26.0,13.0
552,pre,2017082651,ATL,ARI,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082651/2017082651_gtd.json,14.0,24.0
553,pre,2017082652,BAL,BUF,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082652/2017082652_gtd.json,13.0,9.0
554,pre,2017082653,NYG,NYJ,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082653/2017082653_gtd.json,32.0,31.0
555,pre,2017082654,PIT,IND,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082654/2017082654_gtd.json,15.0,19.0
556,pre,2017082655,TB,CLE,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082655/2017082655_gtd.json,9.0,13.0
557,pre,2017082656,DAL,OAK,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082656/2017082656_gtd.json,24.0,20.0
558,pre,2017082657,LA,LAC,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082657/2017082657_gtd.json,19.0,21.0
559,pre,2017082658,NO,HOU,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082658/2017082658_gtd.json,13.0,0.0
560,pre,2017082659,DEN,GB,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082659/2017082659_gtd.json,20.0,17.0
561,pre,2017082751,TEN,CHI,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082751/2017082751_gtd.json,7.0,19.0
562,pre,2017082752,WAS,CIN,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082752/2017082752_gtd.json,23.0,17.0
563,pre,2017082753,MIN,SF,3,2017,POST,http://www.nfl.com/liveupdate/game-center/2017082753/2017082753_gtd.json,32.0,31.0
564,pre,2017083151,NYJ,PHI,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083151/2017083151_gtd.json,16.0,10.0
565,pre,2017083152,ATL,JAX,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083152/2017083152_gtd.json,7.0,13.0
566,pre,2017083159,IND,CIN,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083159/2017083159_gtd.json,7.0,6.0
567,pre,2017083157,GB,LA,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083157/2017083157_gtd.json,24.0,10.0
568,pre,2017083153,BUF,DET,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083153/2017083153_gtd.json,27.0,17.0
569,pre,2017083154,CAR,PIT,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083154/2017083154_gtd.json,14.0,17.0
570,pre,2017083162,NE,NYG,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083162/2017083162_gtd.json,38.0,40.0
571,pre,2017083166,TB,WAS,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083166/2017083166_gtd.json,10.0,13.0
572,pre,2017083161,MIN,MIA,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083161/2017083161_gtd.json,9.0,30.0
573,pre,2017083163,NO,BAL,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083163/2017083163_gtd.json,13.0,14.0
574,pre,2017083155,CHI,CLE,4,2017,POST,http://www.nfl.com/liveupdate/game-center/2017083155/2017083155_gtd.json,0.0,25.0
